1482587970.96,u
1482587971.46,u
1482587971.51,u
1482587971.58,u
1482587971.61,u
1482587971.67,u
1482587971.71,u
1482587971.83,u
1482587972.38,u
1482587972.83,u
1482587972.88,u
1482587972.94,u
1482587972.99,u
1482587973.09,u
1482587973.19,u
1482587973.23,u
1482587973.28,u
1482587973.31,u
1482587973.34,u
1482587973.40,u
1482587973.49,u
1482587973.53,u
1482587973.54,u
1482587973.61,u
1482587973.68,u
1482587974.09,l
1482587974.66,l
1482587974.66,l
1482587974.70,l
1482587974.73,l
1482587974.94,l
1482587974.94,l
1482587974.95,l
1482587974.95,l
1482587975.01,l
1482587975.03,l
1482587975.09,l
1482587975.13,l
1482587975.19,l
1482587975.25,l
1482587975.31,l
1482587975.37,l
1482587975.41,l
1482587975.44,l
1482587975.77,s
1482587976.24,r
1482587976.71,r
1482587976.76,r
1482587976.80,r
1482587977.00,s
1482587977.42,l
1482587977.92,l
1482587977.97,l
1482587978.05,l
1482587978.12,l
1482587978.22,l
1482587978.23,l
1482587978.25,l
1482587979.15,s
1482587979.23,r
1482587979.53,r
1482587980.01,r
1482587980.06,r
1482587980.11,r
1482587980.22,r
1482587980.22,r
1482587980.30,r
1482587980.30,r
1482587980.53,s
1482587980.85,l
1482587981.34,l
1482587981.40,l
1482587981.45,l
1482587981.53,l
1482587981.54,l
1482587981.60,l
1482587981.64,l
1482587981.70,l
1482587981.74,l
1482587981.80,l
1482587981.84,l
1482587982.04,s
1482587982.60,l
1482587983.16,l
1482587983.16,l
1482587983.21,l
1482587983.24,l
1482587983.30,l
1482587983.38,l
1482587983.48,l
1482587983.51,l
1482587983.51,l
1482587984.38,s
1482587985.80,l
1482587986.30,l
1482587986.34,l
1482587986.40,l
1482587986.44,l
1482587986.50,l
1482587986.54,l
1482587986.60,l
1482587986.65,l
1482587986.70,l
1482587986.75,l
1482587986.81,l
1482587986.85,l
1482587986.90,l
1482587986.96,l
1482587987.00,l
1482587987.06,l
1482587987.10,l
1482587987.15,l
1482587987.54,s
1482587988.67,l
1482587991.91,l
1482587992.63,l
1482587993.20,l
1482587993.90,l
1482587994.38,l
1482587994.43,l
1482587994.48,l
1482587994.53,l
1482587994.60,l
1482587994.63,l
1482587994.68,l
1482587995.13,s
1482587995.58,l
1482587996.03,l
1482587996.08,l
1482587996.15,l
1482587996.22,l
1482587996.28,l
1482587996.31,l
1482587996.33,l
1482587996.38,l
1482587996.44,l
1482587996.60,s
1482587996.96,l
1482587997.46,l
1482587997.51,l
1482587997.57,l
1482587997.61,l
1482587997.67,l
1482587997.71,l
1482587997.76,l
1482587997.81,l
1482587997.86,l
1482587997.91,l
1482587997.96,l
1482587998.01,l
1482587998.07,l
1482587998.11,l
1482587998.17,l
1482587998.32,s
1482587998.71,l
1482587999.20,l
1482587999.24,l
1482587999.29,l
1482587999.34,l
1482587999.40,l
1482587999.44,l
1482587999.49,l
1482587999.54,l
1482587999.59,l
1482587999.65,l
1482587999.70,l
1482587999.75,l
1482587999.80,l
1482587999.85,l
1482587999.90,l
1482587999.96,l
1482588000.17,s
1482588000.47,l
1482588000.88,l
1482588003.03,l
1482588003.47,l
1482588003.53,l
1482588003.74,l
1482588004.22,l
1482588004.27,l
1482588004.33,l
1482588004.37,l
1482588004.43,l
1482588004.47,l
1482588004.53,l
1482588005.56,s
1482588006.53,l
1482588007.02,l
1482588007.07,l
1482588007.13,l
1482588007.17,l
1482588007.22,l
1482588007.27,l
1482588007.33,l
1482588007.37,l
1482588007.43,l
1482588007.47,l
1482588007.53,l
1482588007.57,l
1482588007.64,l
1482588007.67,l
1482588007.72,l
1482588007.77,l
1482588007.83,l
1482588008.16,s
1482588008.70,l
1482588009.20,l
1482588009.26,l
1482588009.29,l
1482588009.34,l
1482588009.40,l
1482588009.45,l
1482588009.50,l
1482588009.55,l
1482588009.60,l
1482588009.66,l
1482588009.70,l
1482588009.75,l
1482588009.80,l
1482588009.85,l
1482588010.36,s
1482588010.67,l
1482588011.16,l
1482588011.21,l
1482588011.27,l
1482588011.32,l
1482588011.37,l
1482588011.50,l
1482588011.50,l
1482588011.52,l
1482588011.56,l
1482588011.63,l
1482588011.91,l
1482588012.40,l
1482588012.45,l
1482588014.29,s
1482588015.03,l
1482588015.53,l
1482588015.99,h
