1482577670,3
1482577671,3
1482577672,4
1482577673,3
1482577674,3
1482577675,5
1482577676,3
1482577677,5
1482577678,5
1482577679,5
1482577680,5
1482577681,10
1482577682,7
1482577683,7
1482577684,5
1482577685,2
1482577686,3
1482577687,3
1482577688,4
1482577689,5
1482577690,6
1482577691,4
1482577692,5
1482577693,5
1482577694,6
1482577695,5
1482577696,6
1482577697,5
1482577698,3
1482577699,3
1482577700,4
1482577701,2
1482577702,4
1482577703,8
1482577704,7
1482577705,4
1482577706,7
1482577707,6
1482577708,5
1482577709,7
1482577710,6
1482577711,5
1482577712,4
1482577713,1
1482577714,3
1482577715,4
1482577716,4
1482577717,7
1482577718,6
1482577719,5
1482577720,8
1482577721,8
1482577722,8
1482577723,9
1482577724,8
1482577725,3
1482577726,3
1482577727,2
1482577728,1
1482577729,5
1482577730,4
1482577731,3
1482577732,5
1482577733,8
1482577734,10
1482577735,7
1482577736,4
1482577737,5
1482577738,5
1482577739,5
1482577740,3
1482577743,3
1482577744,2
1482577745,1
1482577746,2
1482577747,1
