1482577251.21,u
1482577251.72,u
1482577251.77,u
1482577251.83,u
1482577251.87,u
1482577251.91,u
1482577251.98,u
1482577252.02,u
1482577252.07,u
1482577252.12,u
1482577252.18,u
1482577252.22,u
1482577252.27,u
1482577252.32,u
1482577252.37,u
1482577252.44,u
1482577252.47,u
1482577252.52,u
1482577252.57,u
1482577256.50,r
1482577257.01,r
1482577257.06,r
1482577257.11,r
1482577257.16,r
1482577257.20,r
1482577257.27,r
1482577257.31,r
1482577257.41,r
1482577257.44,r
1482577257.48,r
1482577257.51,r
1482577257.57,r
1482577257.61,r
1482577257.89,s
1482577260.73,l
1482577261.72,l
1482577261.86,l
1482577262.12,l
1482577262.87,l
1482577262.87,l
1482577262.87,l
1482577262.87,l
1482577262.87,l
1482577262.87,l
1482577262.97,s
1482577263.86,r
1482577264.36,r
1482577264.41,r
1482577264.49,r
1482577264.50,r
1482577264.58,r
1482577264.60,r
1482577264.67,r
1482577264.70,r
1482577264.77,r
1482577264.81,r
1482577264.87,r
1482577264.90,r
1482577265.14,s
1482577265.57,l
1482577266.07,l
1482577266.13,l
1482577266.16,l
1482577266.24,l
1482577266.27,l
1482577266.33,l
1482577266.37,l
1482577266.43,l
1482577266.71,s
1482577269.00,r
1482577269.50,r
1482577269.55,r
1482577269.61,r
1482577269.65,r
1482577269.70,r
1482577269.76,r
1482577269.80,r
1482577269.86,r
1482577269.90,r
1482577269.96,r
1482577270.00,r
1482577270.06,r
1482577270.11,r
1482577270.17,r
1482577270.21,r
1482577270.26,r
1482577270.30,r
1482577270.36,r
1482577270.63,s
1482577272.89,r
1482577273.40,r
1482577273.44,r
1482577273.50,r
1482577273.60,r
1482577273.61,r
1482577273.98,s
1482577274.97,l
1482577277.98,r
1482577278.47,r
1482577278.52,r
1482577278.57,r
1482577278.63,r
1482577278.68,r
1482577278.73,r
1482577278.78,r
1482577278.83,r
1482577278.87,r
1482577278.93,r
1482577278.97,r
1482577279.03,r
1482577279.09,r
1482577279.13,r
1482577279.19,r
1482577279.61,s
1482577281.55,r
1482577282.03,r
1482577282.09,r
1482577282.92,s
1482577283.76,l
1482577285.12,s
1482577287.52,r
1482577288.02,r
1482577288.06,r
1482577288.12,r
1482577288.16,r
1482577288.22,r
1482577288.27,r
1482577288.33,r
1482577288.37,r
1482577288.42,r
1482577288.46,r
1482577288.52,r
1482577288.57,r
1482577288.90,s
1482577291.10,l
1482577291.59,l
1482577291.63,l
1482577291.68,l
1482577291.74,l
1482577291.79,l
1482577291.84,l
1482577291.89,l
1482577291.94,l
1482577292.67,s
1482577292.89,r
1482577293.40,r
1482577293.45,r
1482577293.50,r
1482577293.55,r
1482577293.59,r
1482577293.66,r
1482577293.70,r
1482577293.76,r
1482577293.79,r
1482577293.86,r
1482577293.89,r
1482577293.96,r
1482577293.99,r
1482577294.06,r
1482577294.10,r
1482577294.16,r
1482577294.66,s
1482577295.46,r
1482577295.96,r
1482577295.99,r
1482577296.06,r
1482577296.09,r
1482577296.16,r
1482577296.19,r
1482577296.25,r
1482577296.30,r
1482577296.36,r
1482577296.40,r
1482577296.47,r
1482577296.50,r
1482577296.56,r
1482577296.60,r
1482577296.65,r
1482577296.70,r
1482577296.76,r
1482577296.80,r
1482577297.03,l
1482577297.52,l
1482577297.57,l
1482577297.63,l
1482577297.70,l
1482577297.73,l
1482577297.77,l
1482577297.83,l
1482577297.89,l
1482577297.93,l
1482577297.98,l
1482577298.03,l
1482577298.09,l
1482577298.13,l
1482577298.21,l
1482577298.24,l
1482577298.33,l
1482577298.33,l
1482577298.39,l
1482577298.44,l
1482577298.49,l
1482577298.54,l
1482577298.59,l
1482577298.63,l
1482577298.69,l
1482577298.74,l
1482577298.79,l
1482577298.83,l
1482577299.29,s
1482577301.83,r
1482577302.32,r
1482577302.37,r
1482577302.44,r
1482577302.49,r
1482577302.57,r
1482577302.57,r
1482577302.62,r
1482577302.70,r
1482577302.73,r
1482577302.79,r
1482577302.83,r
1482577302.87,r
1482577302.93,r
1482577303.55,s
1482577305.09,r
1482577305.57,r
1482577305.62,r
1482577305.68,r
1482577305.73,r
1482577305.78,r
1482577306.85,l
1482577307.35,l
1482577307.40,l
1482577307.45,l
1482577307.50,l
1482577307.55,l
1482577307.60,l
1482577307.65,l
1482577307.70,l
1482577307.76,l
1482577307.80,l
1482577307.86,l
1482577307.90,l
1482577307.95,l
1482577308.00,l
1482577308.06,l
1482577308.10,l
1482577308.42,s
1482577309.49,r
1482577309.91,r
1482577309.95,r
1482577310.00,r
1482577310.05,r
1482577310.10,r
1482577310.15,r
1482577310.56,s
1482577311.64,l
1482577312.13,l
1482577312.19,l
1482577312.25,l
1482577312.30,l
1482577312.35,l
1482577312.39,l
1482577312.45,l
1482577312.49,l
1482577313.03,s
1482577313.50,r
1482577313.99,r
1482577314.04,r
1482577314.09,r
1482577314.14,r
1482577315.72,s
1482577316.83,h
