1482584186.41,u,0,0,3,3
1482584186.91,u,3,3,6,6
1482584186.96,u,6,6,9,9
1482584187.01,u,9,9,12,12
1482584187.07,u,12,12,15,15
1482584187.11,u,15,15,18,18
1482584187.17,u,18,18,21,21
1482584187.21,u,21,21,24,24
1482584187.26,u,24,24,27,27
1482584187.31,u,27,27,30,30
1482584187.36,u,30,30,33,33
1482584187.41,u,33,33,36,36
1482584187.46,u,36,36,39,39
1482584187.52,u,39,39,42,42
1482584187.56,u,42,42,45,45
1482584187.62,u,45,45,48,48
1482584188.08,u,48,48,51,51
1482584188.59,u,51,51,54,54
1482584188.63,u,54,54,57,57
1482584188.68,u,57,57,60,60
1482584188.73,u,60,60,63,63
1482584188.78,u,63,63,66,66
1482584188.83,u,66,66,69,69
1482584188.88,u,69,69,72,72
1482584190.41,r,72,72,75,69
1482584190.92,r,75,69,78,66
1482584190.97,r,78,66,81,63
1482584191.04,r,81,63,84,60
1482584191.07,r,84,60,87,57
1482584191.23,r,87,57,90,54
1482584191.24,r,90,54,93,51
1482584191.27,r,93,51,96,48
1482584191.33,r,96,48,99,45
1482584191.37,r,99,45,102,42
1482584191.45,r,102,42,105,39
1482584191.48,r,105,39,108,36
1482584191.53,r,108,36,111,33
1482584191.91,s,111,33,72,72
1482584192.98,l,72,72,69,75
1482584193.50,l,69,75,66,78
1482584193.53,l,66,78,63,81
1482584193.58,l,63,81,60,84
1482584193.63,l,60,84,57,87
1482584193.69,l,57,87,54,90
1482584193.74,l,54,90,51,93
1482584193.93,l,51,93,48,96
1482584194.31,l,48,96,45,99
1482584195.01,s,45,99,72,72
1482584195.47,l,72,72,69,75
1482584195.97,l,69,75,66,78
1482584196.01,l,66,78,63,81
1482584196.08,l,63,81,60,84
1482584196.15,l,60,84,57,87
1482584196.17,l,57,87,54,90
1482584196.25,l,54,90,51,93
1482584196.27,l,51,93,48,96
1482584196.37,l,48,96,45,99
1482584196.47,l,45,99,42,102
1482584197.00,s,42,102,72,72
1482584197.21,l,72,72,69,75
1482584197.70,l,69,75,66,78
1482584197.76,l,66,78,63,81
1482584197.81,l,63,81,60,84
1482584197.86,l,60,84,57,87
1482584197.90,l,57,87,54,90
1482584197.97,l,54,90,51,93
1482584198.00,l,51,93,48,96
1482584198.06,l,48,96,45,99
1482584198.10,l,45,99,42,102
1482584198.16,l,42,102,39,105
1482584198.20,l,39,105,36,108
1482584198.26,l,36,108,33,111
1482584198.30,l,33,111,30,114
1482584198.36,l,30,114,27,117
1482584198.41,l,27,117,24,120
1482584198.46,l,24,120,21,123
1482584198.51,l,21,123,18,126
1482584198.57,l,18,126,15,129
1482584198.61,l,15,129,12,132
1482584198.66,l,12,132,9,135
1482584198.71,l,9,135,6,138
1482584198.76,l,6,138,3,141
1482584198.83,s,3,141,72,72
1482584201.86,l,72,72,69,75
1482584202.36,l,69,75,66,78
1482584202.40,l,66,78,63,81
1482584202.46,l,63,81,60,84
1482584202.50,l,60,84,57,87
1482584202.56,l,57,87,54,90
1482584202.60,l,54,90,51,93
1482584202.66,l,51,93,48,96
1482584203.03,s,48,96,72,72
1482584203.27,l,72,72,69,75
1482584203.77,l,69,75,66,78
1482584203.83,l,66,78,63,81
1482584203.87,l,63,81,60,84
1482584203.93,l,60,84,57,87
1482584203.97,l,57,87,54,90
1482584204.02,l,54,90,51,93
1482584204.07,l,51,93,48,96
1482584204.13,l,48,96,45,99
1482584204.17,l,45,99,42,102
1482584204.27,l,42,102,39,105
1482584204.86,s,39,105,72,72
1482584205.79,r,72,72,75,69
1482584206.29,r,75,69,78,66
1482584206.33,r,78,66,81,63
1482584206.39,r,81,63,84,60
1482584206.87,s,84,60,72,72
1482584210.44,s,72,72,72,72
1482584210.70,l,72,72,69,75
1482584211.20,l,69,75,66,78
1482584211.26,l,66,78,63,81
1482584211.30,l,63,81,60,84
1482584211.35,l,60,84,57,87
1482584211.41,l,57,87,54,90
1482584211.45,l,54,90,51,93
1482584211.50,l,51,93,48,96
1482584211.56,l,48,96,45,99
1482584211.60,l,45,99,42,102
1482584211.66,l,42,102,39,105
1482584211.70,l,39,105,36,108
1482584211.76,l,36,108,33,111
1482584211.80,l,33,111,30,114
1482584211.86,l,30,114,27,117
1482584211.90,l,27,117,24,120
1482584211.96,l,24,120,21,123
1482584212.01,l,21,123,18,126
1482584212.06,l,18,126,15,129
1482584212.13,l,15,129,12,132
1482584212.16,l,12,132,9,135
1482584212.24,l,9,135,6,138
1482584212.27,l,6,138,3,141
1482584212.59,s,3,141,72,72
1482584213.07,l,72,72,69,75
1482584214.16,l,69,75,66,78
1482584215.47,s,66,78,72,72
1482584217.38,l,72,72,69,75
1482584217.89,l,69,75,66,78
1482584217.93,l,66,78,63,81
1482584217.98,l,63,81,60,84
1482584218.03,l,60,84,57,87
1482584218.10,l,57,87,54,90
1482584218.13,l,54,90,51,93
1482584218.19,l,51,93,48,96
1482584218.23,l,48,96,45,99
1482584218.28,l,45,99,42,102
1482584218.33,l,42,102,39,105
1482584218.38,l,39,105,36,108
1482584218.43,l,36,108,33,111
1482584218.49,l,33,111,30,114
1482584218.54,l,30,114,27,117
1482584218.88,s,27,117,72,72
1482584219.52,l,72,72,69,75
1482584220.17,l,69,75,66,78
1482584220.22,l,66,78,63,81
1482584220.23,l,63,81,60,84
1482584220.33,l,60,84,57,87
1482584220.36,l,57,87,54,90
1482584220.48,l,54,90,51,93
1482584220.64,l,51,93,48,96
1482584221.27,s,48,96,72,72
1482584222.08,l,72,72,69,75
1482584223.53,r,69,75,72,72
1482584223.55,r,72,72,75,69
1482584223.59,r,75,69,78,66
