1482578167.62,u,0,0,3,3
1482578168.12,u,3,3,6,6
1482578168.17,u,6,6,9,9
1482578168.22,u,9,9,12,12
1482578168.27,u,12,12,15,15
1482578168.32,u,15,15,18,18
1482578168.37,u,18,18,21,21
1482578168.44,u,21,21,24,24
1482578168.47,u,24,24,27,27
1482578168.52,u,27,27,30,30
1482578168.57,u,30,30,33,33
1482578168.63,u,33,33,36,36
1482578168.68,u,36,36,39,39
1482578168.76,u,39,39,42,42
1482578168.77,u,42,42,45,45
1482578168.83,u,45,45,48,48
1482578168.87,u,48,48,51,51
1482578168.97,u,51,51,54,54
1482578169.70,l,54,54,51,57
1482578170.21,l,51,57,48,60
1482578170.25,l,48,60,45,63
1482578170.30,l,45,63,42,66
1482578170.37,l,42,66,39,69
1482578170.42,l,39,69,36,72
1482578170.48,l,36,72,33,75
1482578170.52,l,33,75,30,78
1482578170.56,l,30,78,27,81
1482578170.99,r,27,81,30,78
1482578171.16,s,30,78,54,54
1482578172.19,r,54,54,57,51
1482578172.60,r,57,51,60,48
1482578172.66,r,60,48,63,45
1482578172.69,r,63,45,66,42
1482578172.82,r,66,42,69,39
1482578172.97,s,69,39,54,54
1482578173.93,l,54,54,51,57
1482578174.41,l,51,57,48,60
1482578174.45,l,48,60,45,63
1482578174.50,l,45,63,42,66
1482578174.56,l,42,66,39,69
1482578174.60,l,39,69,36,72
1482578174.65,l,36,72,33,75
1482578174.70,l,33,75,30,78
1482578174.75,l,30,78,27,81
1482578174.80,l,27,81,24,84
1482578174.85,l,24,84,21,87
1482578174.90,l,21,87,18,90
1482578174.95,l,18,90,15,93
1482578175.00,l,15,93,12,96
1482578175.30,s,12,96,54,54
1482578175.91,l,54,54,51,57
1482578176.35,l,51,57,48,60
1482578176.40,l,48,60,45,63
1482578176.45,l,45,63,42,66
1482578176.50,l,42,66,39,69
1482578176.55,l,39,69,36,72
1482578176.68,l,36,72,33,75
1482578176.69,l,33,75,30,78
1482578176.71,l,30,78,27,81
1482578176.74,l,27,81,24,84
1482578176.80,l,24,84,21,87
1482578176.85,l,21,87,18,90
1482578176.91,l,18,90,15,93
1482578176.99,l,15,93,12,96
1482578177.02,l,12,96,9,99
1482578177.05,l,9,99,6,102
1482578177.31,s,6,102,54,54
1482578178.30,r,54,54,57,51
1482578179.00,s,57,51,54,54
1482578180.24,l,54,54,51,57
1482578180.75,l,51,57,48,60
1482578180.81,l,48,60,45,63
1482578180.84,l,45,63,42,66
1482578180.89,l,42,66,39,69
1482578180.94,l,39,69,36,72
1482578180.99,l,36,72,33,75
1482578181.05,l,33,75,30,78
1482578181.17,l,30,78,27,81
1482578181.19,l,27,81,24,84
1482578181.30,l,24,84,21,87
1482578181.43,l,21,87,18,90
1482578181.44,l,18,90,15,93
1482578181.88,s,15,93,54,54
1482578183.73,r,54,54,57,51
1482578184.31,r,57,51,60,48
1482578184.32,r,60,48,63,45
1482578184.35,r,63,45,66,42
1482578184.42,r,66,42,69,39
1482578184.44,r,69,39,72,36
1482578184.51,r,72,36,75,33
1482578184.55,r,75,33,78,30
1482578184.61,r,78,30,81,27
1482578185.11,s,81,27,54,54
1482578186.03,l,54,54,51,57
1482578186.54,l,51,57,48,60
1482578186.58,l,48,60,45,63
1482578186.65,l,45,63,42,66
1482578186.68,l,42,66,39,69
1482578186.73,l,39,69,36,72
1482578186.80,l,36,72,33,75
1482578186.83,l,33,75,30,78
1482578186.88,l,30,78,27,81
