1482578167.62,u
1482578168.12,u
1482578168.17,u
1482578168.22,u
1482578168.27,u
1482578168.32,u
1482578168.37,u
1482578168.44,u
1482578168.47,u
1482578168.52,u
1482578168.57,u
1482578168.63,u
1482578168.68,u
1482578168.76,u
1482578168.77,u
1482578168.83,u
1482578168.87,u
1482578168.97,u
1482578168.97,u
1482578169.70,l
1482578170.21,l
1482578170.25,l
1482578170.30,l
1482578170.37,l
1482578170.42,l
1482578170.48,l
1482578170.52,l
1482578170.56,l
1482578170.99,r
1482578171.16,s
1482578172.19,r
1482578172.60,r
1482578172.66,r
1482578172.69,r
1482578172.82,r
1482578172.97,s
1482578173.93,l
1482578174.41,l
1482578174.45,l
1482578174.50,l
1482578174.56,l
1482578174.60,l
1482578174.65,l
1482578174.70,l
1482578174.75,l
1482578174.80,l
1482578174.85,l
1482578174.90,l
1482578174.95,l
1482578175.00,l
1482578175.30,s
1482578175.91,l
1482578176.35,l
1482578176.40,l
1482578176.45,l
1482578176.50,l
1482578176.55,l
1482578176.68,l
1482578176.69,l
1482578176.71,l
1482578176.74,l
1482578176.80,l
1482578176.85,l
1482578176.91,l
1482578176.99,l
1482578177.02,l
1482578177.05,l
1482578177.31,s
1482578178.30,r
1482578179.00,s
1482578180.24,l
1482578180.75,l
1482578180.81,l
1482578180.84,l
1482578180.89,l
1482578180.94,l
1482578180.99,l
1482578181.05,l
1482578181.17,l
1482578181.17,l
1482578181.19,l
1482578181.30,l
1482578181.30,l
1482578181.43,l
1482578181.44,l
1482578181.88,s
1482578183.73,r
1482578184.31,r
1482578184.32,r
1482578184.35,r
1482578184.42,r
1482578184.44,r
1482578184.51,r
1482578184.55,r
1482578184.61,r
1482578185.11,s
1482578186.03,l
1482578186.54,l
1482578186.58,l
1482578186.65,l
1482578186.68,l
1482578186.73,l
1482578186.80,l
1482578186.83,l
1482578186.88,l
1482578186.93,l
1482578187.01,l
1482578187.04,l
1482578187.08,l
1482578187.14,l
1482578187.18,l
1482578187.69,s
1482578189.07,r
1482578189.58,r
1482578189.63,r
1482578189.74,r
1482578190.36,s
1482578191.43,u
1482578191.93,u
1482578191.98,u
1482578192.04,u
1482578192.71,l
1482578193.19,l
1482578193.63,l
1482578194.13,l
1482578194.18,l
1482578194.23,l
1482578194.27,l
1482578194.32,l
1482578194.37,l
1482578194.43,l
1482578194.47,l
1482578194.57,l
1482578194.58,l
1482578194.63,l
1482578195.00,s
1482578195.66,l
1482578196.16,l
1482578196.20,l
1482578196.27,l
1482578196.31,l
1482578196.37,l
1482578196.40,l
1482578196.47,l
1482578196.51,l
1482578196.56,l
1482578196.60,l
1482578197.34,s
1482578198.88,r
1482578199.18,l
1482578199.67,l
1482578199.73,l
1482578199.78,l
1482578199.82,l
1482578199.87,l
1482578199.92,l
1482578199.98,l
1482578200.02,l
1482578200.08,l
1482578200.12,l
1482578200.29,s
1482578202.30,l
1482578202.80,l
1482578202.85,l
1482578202.91,l
1482578202.98,l
1482578203.03,l
1482578203.05,l
1482578203.10,l
1482578203.16,l
1482578203.20,l
1482578203.27,l
1482578203.32,l
1482578203.37,l
1482578203.43,l
1482578203.46,l
1482578203.51,l
1482578204.26,s
1482578204.83,r
1482578205.29,r
1482578205.45,r
1482578205.45,r
1482578208.31,h
