1482582200.43,u
1482582200.93,u
1482582200.99,u
1482582201.03,u
1482582201.09,u
1482582201.14,u
1482582201.20,u
1482582201.25,u
1482582201.39,u
1482582201.39,u
1482582201.40,u
1482582201.53,u
1482582201.53,u
1482582201.55,u
1482582201.68,u
1482582201.68,u
1482582201.69,u
1482582201.82,u
1482582201.82,u
1482582201.95,u
1482582201.95,u
1482582201.95,u
1482582201.99,u
1482582202.04,u
1482582202.09,u
1482582203.09,r
1482582203.59,r
1482582203.65,r
1482582203.72,r
1482582203.75,r
1482582203.79,r
1482582203.87,r
1482582203.89,r
1482582204.63,s
1482582205.78,r
1482582206.29,r
1482582206.32,r
1482582206.39,r
1482582206.42,r
1482582206.48,r
1482582206.52,r
1482582206.59,r
1482582206.62,r
1482582206.68,r
1482582206.73,r
1482582206.78,r
1482582206.82,r
1482582206.88,r
1482582206.92,r
1482582207.49,s
1482582210.19,l
1482582210.66,l
1482582210.72,l
1482582210.76,l
1482582210.82,l
1482582210.86,l
1482582210.92,l
1482582211.20,s
1482582211.73,r
1482582212.25,r
1482582212.28,r
1482582212.33,r
1482582212.38,r
1482582212.43,r
1482582212.50,r
1482582212.53,r
1482582212.59,r
1482582212.66,r
1482582212.69,r
1482582212.73,r
1482582212.79,r
1482582212.84,r
1482582212.88,r
1482582212.93,r
1482582212.99,r
1482582213.92,s
1482582214.79,l
1482582215.41,l
1482582216.03,l
1482582216.53,l
1482582216.58,l
1482582216.63,l
1482582216.68,l
1482582216.73,l
1482582216.78,l
1482582216.83,l
1482582216.88,l
1482582216.93,l
1482582216.99,l
1482582217.10,l
1482582217.11,l
1482582217.35,s
1482582218.02,s
1482582219.43,r
1482582219.93,r
1482582219.98,r
1482582220.03,r
1482582220.08,r
1482582220.13,r
1482582220.18,r
1482582220.23,r
1482582220.28,r
1482582220.33,r
1482582220.38,r
1482582220.43,r
1482582220.48,r
1482582220.53,r
1482582220.58,r
1482582220.63,r
1482582221.24,s
1482582223.08,r
1482582223.58,r
1482582223.64,r
1482582223.68,r
1482582223.75,r
1482582223.80,r
1482582223.84,r
1482582224.43,s
1482582224.95,l
1482582225.45,l
1482582225.49,l
1482582225.54,l
1482582225.73,l
1482582225.73,l
1482582225.73,l
1482582225.88,l
1482582225.88,l
1482582226.05,s
1482582226.21,r
1482582226.72,r
1482582226.76,r
1482582226.81,r
1482582226.86,r
1482582226.91,r
1482582226.99,r
1482582227.01,r
1482582227.08,r
1482582227.11,r
1482582227.18,r
1482582227.22,r
1482582227.27,r
1482582227.32,r
1482582227.38,r
1482582227.43,r
1482582227.47,r
1482582227.52,r
1482582227.57,r
1482582227.62,r
1482582228.12,s
1482582229.82,r
1482582230.32,r
1482582230.37,r
1482582230.42,r
1482582230.48,r
1482582230.52,r
1482582230.58,r
1482582230.62,r
1482582230.68,r
1482582231.14,s
1482582231.35,l
1482582231.85,l
1482582232.36,l
1482582232.89,l
1482582232.92,l
1482582232.97,l
1482582233.01,l
1482582233.07,l
1482582233.11,l
1482582233.17,l
1482582233.21,l
1482582233.28,l
1482582233.32,l
1482582234.01,s
1482582235.21,r
1482582235.42,r
1482582235.92,r
1482582236.12,r
1482582236.64,r
1482582236.67,r
1482582236.72,r
1482582236.77,r
1482582236.82,r
1482582236.89,r
1482582236.92,r
1482582236.97,r
1482582237.03,r
1482582237.07,r
1482582237.78,s
1482582240.11,h
