1482587971,2
1482587972,4
1482587973,4
1482587974,2
1482587975,6
1482587976,5
1482587977,3
1482587978,4
1482587979,4
1482587980,4
1482587981,7
1482587982,8
1482587983,4
1482587984,6
1482587985,2
1482587986,1
1482587987,1
1482587988,2
1482587989,2
1482587990,3
1482587991,5
1482587992,6
1482587993,5
1482587994,8
1482587995,6
1482587996,5
1482587997,6
1482587998,3
1482587999,1
1482588000,3
1482588001,2
1482588002,2
1482588003,1
1482588004,1
1482588005,1
1482588006,2
1482588007,2
1482588008,6
1482588009,5
1482588010,9
1482588011,5
1482588012,6
1482588013,7
1482588014,10
1482588015,5
1482588016,4
1482588017,8
1482588018,5
1482588019,7
