1482582260,2
1482582261,2
1482582262,4
1482582263,4
1482582264,6
1482582265,6
1482582266,5
1482582267,4
1482582268,5
1482582269,2
1482582270,4
1482582271,4
1482582272,4
1482582273,4
1482582274,4
1482582275,6
1482582276,8
1482582277,6
1482582278,6
1482582279,7
1482582280,5
1482582281,5
1482582282,4
1482582283,5
1482582284,3
1482582285,4
1482582286,3
1482582287,2
1482582288,5
1482582289,4
1482582290,4
1482582292,5
1482582293,2
1482582294,3
1482582295,5
1482582296,5
1482582297,3
1482582298,2
1482582299,4
1482582300,4
1482582301,3
1482582302,2
1482582303,5
