1482582260.60,u,0,0,3,3
1482582261.10,u,3,3,6,6
1482582261.23,u,6,6,9,9
1482582261.24,u,9,9,12,12
1482582261.25,u,12,12,15,15
1482582261.38,u,15,15,18,18
1482582261.42,u,18,18,21,21
1482582261.52,u,21,21,24,24
1482582261.53,u,24,24,27,27
1482582261.67,u,27,27,30,30
1482582261.80,u,30,30,33,33
1482582261.81,u,33,33,36,36
1482582261.95,u,36,36,39,39
1482582262.01,u,39,39,42,42
1482582262.05,u,42,42,45,45
1482582263.35,l,45,45,42,48
1482582263.85,l,42,48,39,51
1482582263.92,l,39,51,36,54
1482582263.95,l,36,54,33,57
1482582264.01,l,33,57,30,60
1482582264.06,l,30,60,27,63
1482582264.12,l,27,63,24,66
1482582264.15,l,24,66,21,69
1482582264.21,l,21,69,18,72
1482582264.26,l,18,72,15,75
1482582264.64,s,15,75,45,45
1482582265.02,r,45,45,48,42
1482582265.53,r,48,42,51,39
1482582265.58,r,51,39,54,36
1482582265.63,r,54,36,57,33
1482582265.68,r,57,33,60,30
1482582265.73,r,60,30,63,27
1482582265.78,r,63,27,66,24
1482582265.83,r,66,24,69,21
1482582265.88,r,69,21,72,18
1482582265.93,r,72,18,75,15
1482582265.98,r,75,15,78,12
1482582266.03,r,78,12,81,9
1482582266.08,r,81,9,84,6
1482582266.75,s,84,6,45,45
1482582268.76,l,45,45,42,48
1482582269.27,l,42,48,39,51
1482582269.32,l,39,51,36,54
1482582269.36,l,36,54,33,57
1482582269.42,l,33,57,30,60
1482582269.47,l,30,60,27,63
1482582269.52,l,27,63,24,66
1482582269.56,l,24,66,21,69
1482582269.62,l,21,69,18,72
1482582269.66,l,18,72,15,75
1482582269.72,l,15,75,12,78
1482582269.76,l,12,78,9,81
1482582269.82,l,9,81,6,84
1482582270.11,s,6,84,45,45
1482582271.09,l,45,45,42,48
1482582271.59,l,42,48,39,51
1482582271.65,l,39,51,36,54
1482582271.69,l,36,54,33,57
1482582271.74,l,33,57,30,60
1482582271.79,l,30,60,27,63
1482582271.85,l,27,63,24,66
1482582271.89,l,24,66,21,69
1482582271.94,l,21,69,18,72
1482582272.31,s,18,72,45,45
1482582272.69,l,45,45,42,48
1482582273.19,l,42,48,39,51
1482582273.25,l,39,51,36,54
1482582273.29,l,36,54,33,57
1482582273.34,l,33,57,30,60
1482582273.40,l,30,60,27,63
1482582273.44,l,27,63,24,66
1482582273.50,l,24,66,21,69
1482582273.55,l,21,69,18,72
1482582273.60,l,18,72,15,75
1482582273.65,l,15,75,12,78
1482582273.70,l,12,78,9,81
1482582273.76,l,9,81,6,84
1482582273.80,l,6,84,3,87
1482582273.88,l,3,87,0,90
1482582273.90,l,0,90,-3,93
1482582273.95,l,-3,93,-6,96
1482582274.18,s,-6,96,45,45
1482582274.63,l,45,45,42,48
1482582275.13,l,42,48,39,51
1482582275.18,l,39,51,36,54
1482582275.23,l,36,54,33,57
1482582275.28,l,33,57,30,60
1482582275.33,l,30,60,27,63
1482582275.38,l,27,63,24,66
1482582275.43,l,24,66,21,69
1482582275.68,l,21,69,18,72
1482582276.86,s,18,72,45,45
1482582277.18,r,45,45,48,42
1482582277.66,r,48,42,51,39
1482582277.71,r,51,39,54,36
1482582277.76,r,54,36,57,33
1482582277.81,r,57,33,60,30
