1482584187,1
1482584188,7
1482584189,7
1482584190,5
1482584191,4
1482584192,5
1482584193,6
1482584194,8
1482584195,4
1482584196,3
1482584197,5
1482584198,5
1482584199,5
1482584200,4
1482584201,2
1482584202,1
1482584203,1
1482584204,1
1482584205,4
1482584206,5
1482584207,5
1482584208,5
1482584209,9
1482584210,9
1482584211,7
1482584212,5
1482584213,5
1482584214,2
1482584215,4
1482584216,4
1482584217,4
1482584218,8
1482584219,5
1482584220,2
1482584221,1
1482584223,2
1482584224,5
1482584225,4
1482584226,5
1482584227,5
1482584228,5
1482584229,5
1482584230,5
1482584231,5
1482584232,5
1482584233,6
1482584234,6
1482584235,6
1482584236,5
1482584237,6
1482584238,5
1482584239,6
1482584240,5
1482584242,4
1482584243,4
1482584244,8
1482584245,6
1482584246,8
1482584247,6
1482584248,6
1482584249,6
1482584250,4
1482584251,4
1482584252,5
1482584253,10
1482584254,10
