1482588206,4
1482588207,4
1482588208,5
1482588209,5
1482588210,5
1482588211,7
1482588212,5
1482588213,7
1482588214,7
1482588215,6
1482588216,9
1482588217,7
1482588218,7
1482588219,4
1482588220,3
1482588221,5
1482588222,6
1482588223,5
1482588224,6
1482588225,3
1482588226,7
1482588227,7
1482588228,5
1482588229,5
1482588230,6
1482588231,4
1482588232,6
1482588233,6
1482588234,8
1482588235,6
1482588236,6
1482588237,3
1482588238,6
1482588239,5
1482588240,4
1482588241,1
1482588242,2
1482588244,3
1482588245,7
1482588246,7
1482588247,4
1482588248,8
1482588249,7
1482588250,5
1482588251,4
1482588252,5
1482588253,7
1482588254,7
1482588255,9
1482588256,9
1482588257,11
1482588258,9
1482588259,1
