1482577372,4
1482577373,5
1482577374,3
1482577375,5
1482577376,5
1482577377,2
1482577378,3
1482577379,3
1482577380,3
1482577381,2
1482577383,2
1482577384,6
1482577385,4
1482577386,6
1482577387,5
1482577388,5
1482577389,5
1482577390,4
1482577391,5
1482577392,7
1482577393,5
1482577394,4
1482577395,5
1482577396,6
1482577397,5
1482577398,4
1482577399,5
1482577400,3
1482577401,2
1482577402,4
1482577403,5
1482577404,5
1482577405,6
1482577406,5
1482577407,5
1482577408,4
1482577409,2
1482577410,3
1482577411,4
1482577412,7
1482577413,10
1482577414,5
1482577415,3
1482577416,4
1482577417,2
1482577418,8
1482577419,8
1482577420,3
1482577421,7
1482577422,4
1482577423,6
1482577424,7
1482577425,3
1482577426,8
1482577427,6
1482577428,8
1482577429,6
1482577430,5
1482577431,4
1482577432,6
1482577433,5
1482577434,8
1482577435,3
1482577436,3
1482577437,2
1482577438,4
1482577439,8
1482577440,4
1482577441,7
1482577442,7
1482577443,9
1482577444,11
1482577445,3
